motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
case-split|check-constraint|instantiate,case-split -> check-constraint -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|compare,conclude -> analyze -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|instantiate|count,count -> instantiate -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|count|compute,conclude -> count -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|check-constraint|analyze,count -> check-constraint -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compare|instantiate,check-constraint -> compare -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|substitute,compute -> conclude -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|apply-formula|instantiate,case-split -> apply-formula -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|substitute,compute -> instantiate -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|case-split,analyze -> substitute -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|apply-formula,check-constraint -> case-split -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|compare,compute -> rewrite -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|count|apply-formula,analyze -> count -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|compare,apply-formula -> analyze -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|apply-formula|backtrack,rewrite -> apply-formula -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|conclude,case-split -> check-constraint -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|instantiate,analyze -> substitute -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|check-constraint,case-split -> analyze -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|conclude|substitute,substitute -> conclude -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|rewrite|count,instantiate -> rewrite -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|instantiate|conclude,rewrite -> instantiate -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compare|conclude,check-constraint -> compare -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|case-split,compute -> instantiate -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|compare,compare -> conclude -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|compare,analyze -> substitute -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|count|backtrack,compute -> count -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|substitute|check-constraint,rewrite -> substitute -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|count|apply-formula,case-split -> count -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|apply-formula|rewrite,check-constraint -> apply-formula -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|apply-formula,conclude -> analyze -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compare|instantiate,rewrite -> compare -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|case-split|count,apply-formula -> case-split -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|compare,rewrite -> analyze -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|substitute|apply-formula,check-constraint -> substitute -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|conclude,backtrack -> compute -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|analyze|rewrite,check-constraint -> analyze -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|count|compute,backtrack -> count -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|conclude|compute,backtrack -> conclude -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|instantiate,check-constraint -> case-split -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|backtrack|compute,substitute -> backtrack -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|apply-formula|analyze,backtrack -> apply-formula -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|compute|compare,count -> compute -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|backtrack,analyze -> instantiate -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|check-constraint,rewrite -> compute -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|check-constraint|count,instantiate -> check-constraint -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|instantiate|backtrack,apply-formula -> instantiate -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|analyze|conclude,backtrack -> analyze -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|rewrite,analyze -> substitute -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|conclude|substitute,instantiate -> conclude -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|backtrack|conclude,count -> backtrack -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|count,analyze -> backtrack -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|backtrack,analyze -> apply-formula -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|rewrite,compare -> compute -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compare|compute,substitute -> compare -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|backtrack|count,apply-formula -> backtrack -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|apply-formula|instantiate,compare -> apply-formula -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|conclude,analyze -> instantiate -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|substitute,count -> analyze -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|count,compare -> conclude -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|conclude|instantiate,instantiate -> conclude -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|rewrite|substitute,apply-formula -> rewrite -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|count,compare -> compute -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compare|compute,conclude -> compare -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|case-split,analyze -> check-constraint -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|substitute|compare,apply-formula -> substitute -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|compute,compare -> conclude -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|check-constraint|case-split,apply-formula -> check-constraint -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|apply-formula,rewrite -> compute -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|backtrack|instantiate,instantiate -> backtrack -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compute|count,conclude -> compute -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|check-constraint|instantiate,apply-formula -> check-constraint -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|conclude|analyze,rewrite -> conclude -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|compare,case-split -> analyze -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|backtrack,compute -> instantiate -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|substitute|check-constraint,instantiate -> substitute -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|check-constraint|instantiate,substitute -> check-constraint -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compare|apply-formula,substitute -> compare -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|compare|instantiate,compute -> compare -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|case-split|instantiate,substitute -> case-split -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|count,conclude -> case-split -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|conclude|rewrite,rewrite -> conclude -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|conclude,compute -> case-split -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|rewrite,apply-formula -> analyze -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|count|case-split,check-constraint -> count -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|case-split,analyze -> compare -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|conclude|compute,check-constraint -> conclude -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|check-constraint|conclude,substitute -> check-constraint -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|count,analyze -> apply-formula -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|count|compute,apply-formula -> count -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|count|backtrack,backtrack -> count -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|count,conclude -> analyze -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|check-constraint,conclude -> case-split -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|backtrack|check-constraint,compute -> backtrack -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|backtrack|analyze,check-constraint -> backtrack -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|instantiate,instantiate -> count -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|compare,compare -> instantiate -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|count,compute -> rewrite -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|apply-formula,compute -> case-split -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|conclude|rewrite,analyze -> conclude -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|case-split|conclude,apply-formula -> case-split -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|apply-formula|count,case-split -> apply-formula -> count,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|rewrite,compute -> conclude -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|substitute|rewrite,rewrite -> substitute -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compare|instantiate,substitute -> compare -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|compute,case-split -> check-constraint -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|case-split,substitute -> case-split,2,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|conclude,backtrack -> conclude,2,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|rewrite,compare -> rewrite,2,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compare,rewrite -> compare,2,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|instantiate|count|case-split,check-constraint -> instantiate -> count -> case-split,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|substitute|analyze|compute,apply-formula -> substitute -> analyze -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|instantiate|apply-formula,apply-formula -> compute -> instantiate -> apply-formula,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
rewrite|apply-formula|compute|apply-formula,rewrite -> apply-formula -> compute -> apply-formula,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|check-constraint|analyze|instantiate,compare -> check-constraint -> analyze -> instantiate,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|compute|case-split|compute,apply-formula -> compute -> case-split -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|compare|backtrack|compute,case-split -> compare -> backtrack -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
case-split|compute|instantiate|rewrite,case-split -> compute -> instantiate -> rewrite,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|case-split|compare|count,instantiate -> case-split -> compare -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
apply-formula|analyze|compute|check-constraint,apply-formula -> analyze -> compute -> check-constraint,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compare|apply-formula|compute|compare,compare -> apply-formula -> compute -> compare,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|instantiate|analyze|rewrite,check-constraint -> instantiate -> analyze -> rewrite,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
backtrack|compute|analyze|apply-formula,backtrack -> compute -> analyze -> apply-formula,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|compute|instantiate|rewrite,instantiate -> compute -> instantiate -> rewrite,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|compute|conclude|count,check-constraint -> compute -> conclude -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
rewrite|apply-formula|analyze|compute,rewrite -> apply-formula -> analyze -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
analyze|compute|check-constraint|case-split,analyze -> compute -> check-constraint -> case-split,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|case-split|compare|backtrack,check-constraint -> case-split -> compare -> backtrack,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
count|check-constraint|instantiate|count,count -> check-constraint -> instantiate -> count,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
check-constraint|analyze|instantiate|compare,check-constraint -> analyze -> instantiate -> compare,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
compute|rewrite|apply-formula|compute,compute -> rewrite -> apply-formula -> compute,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
instantiate|substitute|instantiate|analyze,instantiate -> substitute -> instantiate -> analyze,4,1,0,1,0.000000,1.000000,0.500000,2.000000,incorrect
